station,latitude [degree],longitude [degree],height of station ground above mean sea level [m]
48433,14.53,103.27,145
48434,14.44,102.10,193
48435,14.39,101.19,388
48436,14.38,102.43,182
48437,15.14,103.15,184
48438,13.24,100.02,4
48439,13.59,101.42,12
48440,13.48,102.02,43
48450,14.01,99.32,29
48451,14.01,99.58,10
48453,13.40,100.36,3
48454,13.42,100.34,6
48455,13.44,100.34,4
48457,13.23,100.36,15
48458,13.34,101.27,70
48459,13.21,100.59,2
48460,13.10,100.48,27
48461,12.55,100.52,61
48462,13.41,102.30,49
48463,13.05,100.52,82
48464,13.29,99.48,9
48465,13.00,100.04,4
48474,12.35,99.44,108
48475,12.35,99.57,6
48477,12.41,100.59,21
48478,12.38,101.20,5
48479,12.44,101.08,45
48480,12.37,102.06,4
48481,12.31,102.10,24
48500,11.50,99.49,6
48501,11.47,102.53,4
48517,10.30,99.11,6
48520,10.20,99.06,13
48532,9.59,98.37,8
48550,9.27,100.02,6
48551,9.08,99.09,7
48552,8.33,99.57,6
48554,8.22,100.04,3
48555,9.09,99.38,37
48556,8.34,99.15,14
48557,8.25,99.30,30
48560,7.35,100.10,4
48561,8.41,98.15,8
48563,8.06,98.59,31
48564,7.53,98.24,4
48565,8.09,98.19,9
48566,7.32,99.03,7
48567,7.31,99.37,16
48568,7.11,100.36,7
48569,6.56,100.24,35
48570,6.39,100.05,6
48571,7.01,100.30,10
48574,6.47,100.25,25
48580,6.47,101.09,6
48581,6.31,101.16,36
48583,6.26,101.50,5
48600,6.20,99.44,7
48601,5.18,100.16,4
48602,5.28,100.23,4
48603,6.12,100.24,5
48604,6.29,100.16,22
48615,6.10,102.17,5
48616,5.32,102.12,65
48618,5.23,103.06,6
48619,5.20,103.08,36
48620,4.13,100.42,8
48623,4.48,100.54,78
48625,4.34,101.06,40
48632,4.28,101.22,1545
48642,3.58,102.21,61
48647,3.07,101.33,22
48648,3.06,101.39,47
48649,3.03,103.05,34
48650,2.43,101.42,17
48653,3.28,102.23,40
48657,3.47,103.13,16
48665,2.16,102.15,9
48670,1.52,102.59,7
48672,2.01,103.19,86
48674,2.27,103.50,45
48679,1.38,103.40,40
48687,1.23,103.43,12
48692,1.25,103.53,14
48694,1.22,103.55,32
48698,1.22,103.59,14
48802,22.21,103.49,1584
48803,22.30,103.58,97
48806,21.20,103.54,676
48808,22.40,106.15,243
48810,22.09,105.50,176
48820,21.02,105.48,6
48823,20.26,106.09,3
48825,20.58,105.46,8
48826,20.48,106.38,116
48830,21.50,106.46,263
48831,21.36,105.50,35
48838,21.31,107.58,6
48839,20.08,107.43,56
48840,19.45,105.47,5
48845,18.40,105.41,6
48846,18.21,105.54,2
48848,17.29,106.36,8
48852,16.26,107.35,9
48855,16.04,108.21,7
48860,16.33,111.37,6
48863,15.07,108.48,7
48866,13.58,108.01,778
48870,13.46,109.13,6
48875,12.40,108.03,470
48877,12.13,109.13,4
48887,10.56,108.06,5
48892,11.25,114.20,5
48894,10.39,106.43,4
48900,10.49,106.40,5
48907,10.01,105.04,0
48914,9.11,105.09,2
48916,9.17,103.28,24
48917,10.13,103.58,4
48918,8.41,106.36,9
48919,8.01,110.37,19
48920,8.39,111.55,3
48921,21.38,101.53,1360
48924,21.03,101.28,552
48925,20.41,102.00,636
48930,19.53,102.08,305
48935,19.28,103.08,1094
48936,18.12,101.12,220
48937,19.07,101.33,370
48938,19.14,101.44,292
48939,18.55,102.27,298
48940,17.57,102.34,171
48941,18.28,102.24,179
48942,17.51,102.36,165
48943,18.16,102.57,172
48944,18.17,102.38,185
48946,17.23,104.51,152
48947,16.33,104.39,145
48948,16.40,105.00,185
48952,15.41,106.26,180
48955,15.07,105.46,102
48956,15.11,106.12,1200
48957,14.48,106.50,103
48962,13.06,103.12,13
48963,12.48,102.36,170
48964,14.06,105.09,62
48965,12.41,104.54,13
48966,13.22,103.51,15
48967,12.13,104.40,15
48968,12.33,103.51,18
48969,13.37,102.58,31
48970,12.29,106.10,23
48971,12.27,107.11,690
48972,13.31,105.58,54
48973,13.44,106.59,330
48982,11.37,103.00,4
48983,10.38,103.29,13
48985,10.36,104.11,4
48986,11.38,102.59,13
48990,11.36,104.49,8
48991,11.36,104.52,10
48992,11.28,104.34,27
48993,10.59,104.48,6
48995,12.00,105.27,14
48997,11.28,105.19,13
48998,11.05,105.48,6
50136,52.58,122.32,438
50353,51.44,126.38,176
50434,50.29,121.41,737
50468,50.15,127.27,166
50527,49.15,119.42,650
50548,49.12,123.43,288
50557,49.10,125.14,243
50564,49.26,127.21,235
50603,48.41,116.49,557
50632,48.46,121.55,739
50658,48.05,125.47,292
50727,47.10,119.56,997
50745,47.23,123.55,148
50756,47.27,126.52,240
50774,47.42,128.50,259
50788,47.14,131.59,65
50844,46.24,123.27,139
50854,46.23,125.19,150
50888,46.19,132.11,83
50915,45.31,116.58,841
50949,45.05,124.52,136
50953,45.56,126.34,118
50963,45.58,128.44,110
50968,45.13,127.58,191
50978,45.18,130.55,274
50983,45.45,132.52,100
51053,48.03,86.21,534
51076,47.44,88.05,737
51087,47.01,89.30,862
51133,46.44,83.00,535
51156,46.49,85.45,1323
51243,45.37,84.51,457
51288,45.22,90.32,1651
51334,44.34,82.49,330
51379,44.01,89.34,795
51431,43.57,81.20,664
51463,43.47,87.39,936
51467,42.40,86.20,1733
51495,43.13,91.44,732
51542,43.02,84.09,2459
51573,42.57,89.14,39
51644,41.43,82.57,1084
51656,41.44,85.49,903
51709,39.29,75.45,1387
51711,40.56,78.27,1986
51716,39.48,78.34,1117
51730,40.30,81.03,1013
51747,39.00,83.40,1100
51765,40.38,87.42,847
51777,39.02,88.10,889
51811,38.26,77.16,1232
51818,37.37,78.17,1376
51828,37.08,79.56,1375
51886,38.15,90.51,2945
52112,43.45,94.59,480
52118,43.16,94.42,1729
52203,42.49,93.31,739
52267,41.57,101.04,941
52323,41.48,97.02,1770
52378,41.22,102.22,961
52418,40.09,94.41,1140
52436,40.16,97.02,1527
52495,40.45,104.30,1329
52533,39.46,98.29,1478
52602,38.50,93.23,2771
52652,39.05,100.17,1462
52681,38.38,103.05,1369
52713,37.51,95.22,3174
52737,37.22,97.22,2982
52754,37.20,100.08,3302
52787,37.12,102.52,3044
52818,36.25,94.54,2809
52836,36.18,98.06,3190
52866,36.39,101.43,2435
52908,35.13,93.05,4613
52955,35.35,100.45,3123
52983,35.52,104.09,1875
52996,35.23,105.00,2450
53068,43.39,112.00,966
53083,44.37,114.09,1183
53149,42.32,110.08,1223
53192,44.01,115.00,1148
53231,41.27,106.23,1510
53276,42.24,112.54,1152
53336,41.34,108.31,1290
53352,41.42,110.26,1377
53391,41.54,114.00,1484
53463,40.51,111.34,1154
53480,41.02,113.04,1416
53487,40.05,113.25,1054
53502,39.47,105.45,1033
53513,40.44,107.22,1042
53529,39.06,107.59,1381
53543,39.50,109.59,1459
53564,39.22,111.13,1037
53588,38.57,113.31,2210
53593,39.50,114.34,910
53614,38.28,106.12,1112
53646,38.16,109.47,1158
53673,38.45,112.42,827
53698,38.01,114.23,91
53705,37.29,105.41,1193
53723,37.48,107.23,1356
53764,37.30,111.06,951
53772,37.37,112.35,777
53787,37.04,112.59,1042
53798,37.11,114.22,184
53845,36.35,109.27,1181
53863,37.02,111.55,745
53898,36.03,114.08,196
53915,35.32,106.40,1469
53923,35.44,107.38,1423
53959,35.07,111.04,377
53975,35.29,112.24,659
54012,44.35,117.36,997
54026,44.34,120.54,266
54027,43.57,119.19,589
54049,44.15,123.58,190
54094,44.30,129.40,307
54096,44.23,131.09,570
54102,43.57,116.07,1004
54115,43.38,118.02,825
54135,43.36,122.16,180
54157,43.11,124.20,167
54161,43.54,125.13,238
54186,43.22,128.12,525
54208,42.11,116.28,1247
54218,42.18,118.50,669
54226,42.20,120.42,401
54236,42.25,122.32,84
54259,42.04,124.52,230
54273,42.59,126.45,264
54292,42.52,129.30,258
54308,41.12,116.38,736
54311,41.56,117.45,894
54324,41.33,120.27,176
54337,41.08,121.07,70
54342,41.44,123.31,49
54346,41.19,123.47,185
54374,41.48,126.53,381
54377,41.09,126.13,226
54386,41.25,128.11,775
54401,40.47,114.53,774
54405,40.25,115.30,571
54423,40.58,117.55,424
54436,40.24,118.57,255
54471,40.40,122.10,5
54493,40.43,124.47,261
54497,40.03,124.20,14
54511,39.56,116.17,33
54527,39.06,117.10,5
54534,39.39,118.06,23
54539,39.26,118.54,12
54602,38.44,115.29,18
54618,38.05,116.33,13
54662,38.54,121.38,97
54715,37.20,116.34,19
54725,37.30,117.32,12
54751,37.56,120.43,40
54753,37.37,120.19,5
54776,37.24,122.41,47
54808,36.14,115.40,38
54823,36.36,117.03,169
54826,36.15,117.06,1536
54836,36.11,118.09,302
54843,36.46,119.11,22
54857,36.04,120.20,77
54863,36.46,121.11,40
54909,35.05,115.31,52
54916,35.34,116.51,53
54929,35.15,117.57,120
54945,35.26,119.32,37
55228,32.30,80.05,4280
55279,31.22,90.01,4701
55299,31.29,92.04,4508
55472,30.57,88.38,4670
55578,29.15,88.53,3837
55591,29.40,91.08,3650
55664,28.38,87.05,4300
55696,28.25,92.28,3861
55773,27.44,89.05,4300
56004,34.13,92.26,4535
56018,32.54,95.18,4068
56021,34.08,95.47,4176
56029,33.00,96.58,3718
56033,34.55,98.13,4273
56046,33.45,99.39,3968
56065,34.44,101.36,3501
56079,33.35,102.58,3441
56080,35.00,102.54,2910
56096,33.24,104.55,1079
56106,31.53,93.47,4024
56116,31.25,95.36,3874
56137,31.09,97.10,3316
56144,31.44,98.34,3185
56146,31.37,100.00,3394
56152,32.17,100.20,3896
56167,30.58,101.07,3010
56172,31.54,102.14,2666
56182,32.40,103.36,2883
56187,30.45,103.52,555
56193,32.25,104.31,894
56196,31.27,104.44,522
56247,30.00,99.06,2589
56257,30.00,100.16,3950
56287,29.59,103.00,629
56312,29.34,94.28,3001
56357,29.03,100.18,3729
56374,30.03,101.58,2617
56385,29.31,103.20,3049
56444,28.27,98.53,3320
56462,29.00,101.30,2931
56492,28.46,104.36,504
56571,27.54,102.16,1599
56586,27.20,103.45,1950
56651,26.50,100.13,2382
56671,26.39,102.15,1788
56684,26.24,103.15,2189
56691,26.52,104.17,2236
56739,24.59,98.30,1697
56748,25.07,99.11,1649
56751,25.42,100.11,1979
56763,25.44,101.52,1120
56768,25.01,101.31,1820
56778,25.01,102.41,1892
56786,25.35,103.50,1900
56838,24.00,97.51,763
56886,24.32,103.46,1708
56946,23.33,99.24,1104
56951,23.57,100.13,1503
56954,22.34,99.56,1054
56959,22.00,100.47,579
56964,22.46,100.59,1303
56966,23.37,101.58,508
56969,21.30,101.35,633
56977,22.36,101.51,1271
56985,23.27,103.20,1314
57014,34.34,105.52,1085
57025,34.31,107.23,781
57046,34.29,110.05,2063
57067,34.05,111.04,660
57071,34.48,112.28,330
57083,34.43,113.39,111
57127,33.04,107.02,509
57131,34.26,108.58,411
57178,33.06,112.29,182
57193,33.47,114.31,53
57237,32.04,108.02,674
57245,32.43,109.02,291
57259,32.02,110.46,435
57265,32.26,111.44,129
57279,32.09,112.40,127
57290,32.56,113.55,107
57297,32.08,114.03,115
57306,31.35,105.58,385
57328,31.12,107.30,344
57348,31.01,109.32,303
57378,31.12,112.38,109
57399,31.08,114.57,75
57411,30.45,106.08,347
57426,30.41,107.48,455
57447,30.17,109.28,458
57461,30.44,111.22,258
57476,30.21,112.09,37
57494,30.36,114.03,25
57503,29.37,105.07,349
57516,29.35,106.28,260
57554,29.24,110.10,322
57584,29.23,113.05,52
57598,29.02,114.35,147
57604,28.47,105.23,364
57633,28.50,108.46,828
57655,28.28,110.24,143
57662,29.03,111.41,151
57687,28.07,112.47,120
57707,27.18,105.14,1511
57712,27.44,106.57,984
57731,27.57,108.15,418
57745,27.27,109.41,273
57766,27.11,111.27,310
57776,27.18,112.42,1268
57793,27.48,114.23,129
57799,27.07,114.58,78
57816,26.35,106.44,1223
57832,26.58,108.40,631
57845,26.10,109.47,397
57853,26.44,110.38,340
57866,26.14,111.37,174
57902,25.26,105.11,1379
57916,25.26,106.46,441
57922,25.50,107.33,1016
57932,25.58,108.32,287
57957,25.20,110.18,166
57972,25.44,112.58,369
57993,25.52,115.00,138
58027,34.17,117.09,42
58040,34.51,119.08,10
58102,33.47,115.44,40
58141,33.38,118.56,14
58150,33.45,120.18,3
58203,32.52,115.44,33
58208,32.10,115.37,44
58221,32.51,117.18,28
58238,31.56,118.54,36
58251,32.51,120.17,4
58265,32.05,121.32,5
58314,31.24,116.20,88
58321,31.57,117.03,51
58338,31.07,118.35,41
58345,31.26,119.29,8
58362,31.25,121.27,9
58424,30.37,116.58,62
58437,30.08,118.09,1836
58457,30.14,120.10,43
58472,30.44,122.27,81
58477,30.02,122.07,37
58506,29.35,115.59,1165
58527,29.18,117.12,60
58543,29.37,119.01,172
58556,29.36,120.49,108
58569,29.12,121.57,127
58606,28.36,115.55,50
58633,28.58,118.52,83
58646,28.27,119.55,60
58652,28.52,120.43,84
58660,28.52,120.43,84
58666,28.27,121.53,84
58715,27.35,116.39,82
58725,27.20,117.28,219
58730,27.46,118.02,221
58731,27.55,118.32,275
58752,27.47,120.39,38
58754,27.20,120.12,38
58813,26.50,116.18,168
58834,26.38,118.09,153
58847,26.05,119.17,85
58849,26.10,119.56,91
58853,27.00,120.42,107
58911,25.51,116.22,311
58921,25.58,117.21,204
58926,25.18,117.24,203
58931,25.43,118.06,1651
58944,25.31,119.47,31
58968,25.02,121.31,9
58974,25.38,122.04,102
59007,24.04,105.04,1251
59023,24.42,108.02,261
59046,24.22,109.28,307
59058,24.12,110.31,183
59072,24.48,112.22,132
59082,24.40,113.36,122
59087,23.53,113.31,98
59096,24.23,114.29,285
59102,24.57,115.39,299
59117,24.17,116.04,117
59134,24.29,118.05,139
59152,24.48,120.58,34
59158,24.09,120.41,78
59162,24.46,121.45,9
59209,23.24,105.49,857
59211,23.54,106.36,177
59254,23.20,110.01,132
59265,23.29,111.18,120
59278,23.03,112.28,42
59287,23.13,113.29,72
59293,23.48,114.44,61
59316,23.24,116.41,3
59348,23.16,119.40,45
59353,23.31,120.48,2408
59358,23.00,120.13,14
59362,24.01,121.37,14
59368,23.06,121.22,37
59417,22.22,106.45,129
59431,22.47,108.33,153
59456,22.21,110.56,142
59493,22.33,114.06,64
59501,22.47,115.22,18
59554,22.37,120.16,33
59556,22.21,120.54,9
59559,22.00,120.45,24
59562,22.45,121.09,10
59567,22.02,121.33,325
59632,21.57,108.37,6
59644,21.29,109.06,16
59658,21.09,110.18,50
59663,21.50,111.58,91
59673,21.44,112.46,18
59758,20.00,110.15,64
59792,20.40,116.43,6
59838,19.06,108.37,8
59845,19.31,109.35,169
59855,19.13,110.29,24
59948,18.13,109.35,420
59981,16.50,112.20,5
59985,16.32,111.37,5
59995,9.32,112.53,6
59997,10.23,114.22,5
60001,27.49,-17.53,32
60005,28.38,-17.45,31
60007,28.02,-17.13,225
60010,28.19,-16.30,2368
60015,28.29,-16.20,617
60020,28.27,-16.15,36
60025,28.03,-16.34,77
60030,27.55,-15.23,47
60033,27.10,-13.13,64
60035,28.27,-13.52,30
60040,28.57,-13.36,21
60060,29.22,-10.11,50
60096,23.43,-15.56,9
60100,35.47,-5.48,11
60101,35.44,-5.54,14
60105,35.10,-6.07,66
60106,35.10,-5.19,287
60107,35.11,-3.51,14
60115,34.47,-1.56,470
60120,34.18,-6.36,4
60127,34.13,-4.00,510
60128,34.24,-2.54,415
60135,34.03,-6.45,79
60136,34.14,-6.03,52
60141,33.56,-4.58,579
60146,33.43,-7.24,5
60150,33.53,-5.31,560
60155,33.34,-7.40,57
60156,33.22,-7.35,206
60160,33.30,-5.10,1665
60165,33.14,-8.31,28
60177,32.57,-7.37,408
60178,32.52,-6.58,781
60185,32.17,-9.14,45
60190,32.32,-6.17,507
60191,32.22,-6.24,472
60195,32.41,-4.44,1515
60200,32.34,-1.57,1143
60210,31.56,-4.24,1042
60220,31.31,-9.47,8
60223,31.02,-8.29,667
60230,31.37,-8.02,466
60237,31.13,-7.55,2680
60250,30.23,-9.34,18
60252,30.20,-9.24,74
60253,30.30,-8.49,266
60265,30.56,-6.54,1140
60270,29.41,-9.44,261
60280,29.01,-10.03,301
60285,28.27,-11.09,204
60318,35.36,-5.20,4
60320,35.53,-5.21,88
60335,26.44,-11.41,110
60338,35.17,-2.57,55
60340,34.59,-3.01,178
60351,36.48,5.53,10
60353,36.49,5.53,6
60355,36.53,6.54,3
60360,36.50,7.49,8
60368,36.45,8.05,4
60369,36.46,3.06,12
60381,36.43,3.09,51
60390,36.41,3.13,29
60395,36.42,4.08,154
60402,36.43,5.04,7
60403,36.28,7.28,228
60410,36.30,1.20,18
60415,36.17,3.40,752
60419,36.17,6.37,692
60421,35.52,7.07,891
60423,36.15,7.57,831
60425,36.13,1.20,163
60430,36.18,2.14,721
60437,36.17,2.44,1036
60444,36.04,4.40,957
60445,36.10,5.19,1015
60452,35.49,-0.16,4
60457,35.53,0.07,141
60461,35.42,-0.39,22
60467,35.40,4.30,442
60468,35.45,6.19,826
60475,35.28,8.07,820
60476,35.28,7.05,987
60490,35.23,0.22,91
60492,35.45,0.37,96
60507,35.21,0.09,513
60511,35.21,1.28,978
60514,35.10,2.19,800
60515,35.20,4.12,461
60517,35.06,-1.52,5
60518,35.18,-1.21,70
60520,35.12,-0.37,476
60522,34.49,-1.47,428
60525,34.48,5.44,89
60531,35.01,-1.28,247
60535,33.09,3.23,1185
60536,34.52,0.09,752
60540,34.09,0.04,1001
60549,33.32,-0.17,1124
60550,33.43,1.05,1347
60555,33.04,6.05,92
60557,33.16,-0.18,1167
60559,33.30,6.47,69
60560,32.46,-0.36,1065
60563,32.56,3.18,769
60566,32.24,3.48,469
60571,31.30,-2.15,816
60580,31.56,5.24,148
60581,31.40,6.09,146
60590,30.34,2.52,403
60593,29.10,-5.14,565
60602,30.08,-2.10,505
60603,29.43,6.42,252
60605,29.25,-3.15,550
60607,29.15,0.17,317
60611,28.03,9.38,562
60612,22.03,8.35,770
60613,28.42,8.56,610
60617,27.19,3.43,354
60619,28.28,2.31,636
60620,27.49,-0.11,283
60621,27.52,1.10,390
60624,26.45,-7.15,400
60630,27.14,2.30,269
60633,23.13,2.35,443
60639,28.26,7.33,471
60640,26.30,8.25,541
60645,26.43,-0.11,214
60650,26.25,5.22,614
60656,27.42,-8.10,449
60660,25.16,3.44,556
60661,25.13,5.07,800
60662,25.49,8.11,1291
60663,24.43,4.39,1054
60664,24.50,8.19,1104
60667,24.36,10.13,719
60670,24.16,9.28,970
60672,24.13,5.32,1343
60673,23.02,7.52,1179
60674,20.23,2.28,677
60675,23.24,1.00,358
60676,23.29,11.14,912
60677,25.20,7.48,1240
60679,23.16,5.38,2710
60680,22.48,5.26,1377
60681,21.41,7.08,573
60682,23.11,6.46,1105
60685,22.19,1.07,392
60686,21.20,0.57,399
60688,21.34,2.35,561
60690,19.34,5.46,403
60691,19.26,4.39,477
60692,19.34,5.45,401
60693,20.34,6.07,471
60694,20.58,7.27,517
60710,36.57,8.45,21
60714,37.15,9.48,3
60715,36.50,10.14,4
60720,36.51,11.05,30
60723,36.44,9.11,159
60725,36.29,8.48,144
60728,36.28,10.42,78
60729,36.26,10.05,156
60732,36.08,8.42,518
60734,36.04,9.22,445
60735,35.40,10.06,68
60738,35.33,8.41,1092
60739,35.10,8.50,707
60740,35.40,10.45,3
60742,35.30,11.04,12
60745,34.25,8.49,314
60748,35.00,9.29,355
60750,34.43,10.41,23
60760,33.55,8.10,86
60764,33.42,8.58,46
60765,33.53,10.06,5
60769,33.52,10.46,4
60770,33.21,10.29,117
60772,32.55,10.27,215
60775,32.19,10.24,301
60780,31.41,9.18,259
61017,18.41,12.55,357
61024,16.58,7.59,502
61036,14.12,1.27,210
61043,14.54,5.15,391
61045,13.59,10.18,460
61049,14.15,13.07,286
61052,13.29,2.10,227
61053,13.02,3.18,213
61075,13.48,5.15,273
61080,13.28,7.05,373
61085,13.25,12.47,305
61090,13.47,8.59,453
61096,13.14,11.59,337
61099,11.53,3.27,203
61202,20.12,0.59,491
61214,18.26,1.21,459
61223,16.43,-3.00,264
61226,16.16,-0.03,260
61230,15.14,-9.21,237
61233,15.10,-7.17,265
61235,15.07,-10.34,100
61240,15.20,-1.41,288
61250,15.52,2.13,278
61257,14.26,-11.26,47
61265,14.31,-4.06,272
61270,13.04,-9.28,334
61272,13.24,-6.09,289
61277,13.20,-4.50,284
61285,12.51,-11.14,132
61288,12.29,-6.48,331
61291,12.32,-7.57,381
61293,12.23,-5.28,367
61296,11.25,-7.30,351
61297,11.21,-5.41,375
61401,25.14,-11.37,360
61404,22.45,-12.29,343
61415,20.55,-17.02,3
61421,20.31,-13.04,224
61437,19.45,-14.22,120
61442,18.18,-15.59,8
61450,18.34,-11.26,402
61461,17.32,-14.41,75
61489,16.30,-15.49,6
61492,16.09,-13.31,18
61497,16.36,-7.16,269
61498,16.38,-11.24,115
61499,16.42,-9.36,223
61600,16.03,-16.27,2
61612,16.39,-14.56,6
61627,15.23,-15.07,20
61630,15.38,-13.15,15
61641,14.44,-17.30,24
61666,14.39,-16.14,7
61679,14.08,-16.04,6
61687,13.46,-13.41,49
61695,12.33,-16.16,19
61697,12.24,-16.45,49
61698,12.53,-14.58,8
61699,12.34,-12.13,165
61701,13.21,-16.39,33
61711,13.28,-16.35,2
61717,13.42,-15.20,6
61721,13.32,-14.46,1
61722,13.32,-14.54,2
61731,13.19,-14.13,4
61766,11.53,-15.39,36
61769,11.35,-15.29,20
61781,12.10,-14.40,43
61802,12.34,-13.31,90
61809,11.19,-12.18,1025
61811,11.26,-9.10,364
61816,10.56,-14.49,69
61818,10.03,-12.52,458
61820,10.22,-12.05,785
61829,10.23,-9.18,376
61832,9.34,-13.37,26
61833,10.02,-10.45,463
61834,9.13,-10.13,412
61847,8.32,-9.30,559
61849,7.45,-8.17,475
61856,8.37,-13.12,27
61866,7.32,-12.30,8
61873,8.33,-12.03,84
61877,8.25,-11.50,68
61878,8.06,-12.06,56
61881,7.57,-11.46,93
61886,9.35,-11.33,464
61891,7.59,-10.51,186
61892,8.39,-10.58,390
61901,-15.57,-5.40,436
61902,-7.58,-14.24,79
61931,0.23,6.43,13
61934,1.39,7.25,5
61967,-7.18,72.24,3
61968,-11.35,47.17,4
61970,-17.03,42.43,10
61972,-22.21,40.20,6
61974,-10.23,56.36,4
61976,-15.53,54.31,13
61980,-20.54,55.32,13
61986,-16.27,59.37,4
61988,-19.41,63.25,62
61989,-19.45,63.22,34
61990,-20.26,57.41,57
61995,-20.18,57.30,425
61996,-37.48,77.34,29
61997,-46.26,51.51,146
61998,-49.21,70.15,30
62002,31.31,10.36,621
62007,32.33,12.03,4
62008,32.02,12.19,691
62010,32.42,13.05,63
62011,32.06,13.00,729
62012,32.24,14.09,25
62014,31.44,13.57,271
62016,32.15,15.01,33
62018,30.21,15.15,90
62019,31.12,16.34,13
62053,32.06,20.16,132
62054,32.31,20.53,335
62055,30.43,20.10,7
62056,32.48,21.53,648
62062,32.06,23.58,51
62103,30.07,9.29,347
62120,30.23,13.35,497
62121,29.31,12.56,623
62124,27.01,14.27,432
62131,29.08,15.56,267
62140,28.35,17.18,336
62161,29.02,21.33,46
62176,29.45,24.31,-1
62200,26.36,12.47,463
62212,25.08,10.09,693
62259,25.40,21.05,261
62271,24.12,23.18,436
62301,31.37,25.54,25
62305,31.34,25.08,6
62306,31.20,27.13,30
62309,31.02,28.27,18
62318,31.11,29.57,7
62324,31.27,30.22,3
62325,31.33,31.05,2
62330,31.25,31.49,3
62332,31.17,32.14,6
62335,31.13,34.12,75
62336,31.05,33.49,17
62337,31.04,33.50,32
62345,30.39,30.42,16
62357,30.24,30.22,1
62360,30.36,31.01,14
62366,30.07,31.25,75
62369,30.09,31.15,17
62371,30.05,31.17,26
62375,30.03,31.13,23
62378,29.52,31.21,141
62381,29.18,30.51,23
62387,28.05,30.44,41
62389,27.42,30.45,45
62392,27.12,31.10,52
62393,27.02,31.01,226
62398,26.21,31.45,70
62403,26.12,32.45,77
62405,25.40,32.42,99
62408,24.59,32.50,89
62414,23.58,32.49,194
62417,29.12,25.29,-13
62419,22.23,31.37,192
62420,28.20,28.54,130
62423,27.03,27.59,92
62425,22.35,28.43,274
62432,25.30,28.58,111
62435,25.28,30.33,73
62440,30.36,32.15,13
62450,29.52,32.28,4
62452,29.55,33.44,403
62453,30.28,33.47,226
62454,30.58,32.46,18
62455,29.35,32.43,16
62456,29.35,34.47,750
62457,28.41,34.04,1350
62458,28.55,33.12,8
62459,28.13,33.39,14
62460,27.59,34.24,51
62463,27.11,33.48,14
62464,27.17,33.45,7
62465,26.08,34.15,11
62467,28.30,34.30,19
62476,23.08,35.35,21
62600,21.49,31.21,190
62615,22.13,36.39,2
62640,19.32,33.19,312
62641,19.35,37.13,42
62650,19.10,30.29,226
62652,19.06,37.20,3
62660,18.33,31.51,249
62671,18.26,37.44,19
62675,18.14,38.11,2
62680,17.42,33.58,345
62682,17.34,33.56,350
62700,16.42,33.26,360
62721,15.36,32.33,380
62723,15.40,32.32,380
62730,15.28,36.24,500
62733,15.19,35.36,451
62750,14.00,32.20,378
62751,14.24,33.29,408
62752,14.02,35.24,599
62760,13.37,25.20,730
62762,13.33,33.37,418
62770,13.29,22.27,805
62771,13.10,30.14,574
62772,13.10,32.40,381
62774,13.04,33.57,435
62781,12.42,28.26,564
62790,12.03,24.53,643
62795,12.44,34.08,445
62801,11.45,32.47,282
62803,11.52,31.03,885
62805,11.47,34.23,470
62809,11.20,27.49,453
62810,11.00,29.43,499
62840,9.33,31.39,388
62871,8.28,25.41,545
62880,7.42,28.01,438
62941,4.52,31.36,457
63021,15.17,38.55,2325
63043,13.04,42.43,14
63125,11.33,43.09,19
63150,9.57,43.11,1454
63160,10.25,45.01,9
63170,9.30,44.05,1326
63175,9.31,45.34,1032
63180,10.38,47.22,1743
63200,11.57,50.44,2
63210,11.17,49.11,2
63225,9.31,49.05,812
63230,6.51,47.16,302
63235,5.20,48.34,10
63237,4.42,46.37,175
63240,4.42,45.13,173
63247,3.08,43.40,487
63250,2.21,42.18,116
63260,2.02,45.21,9
63270,-0.22,42.26,10
63330,13.30,39.29,2070
63331,12.33,37.25,1967
63332,11.36,37.25,1770
63333,11.07,39.44,1903
63334,10.20,37.40,2515
63340,9.05,36.27,2080
63402,7.40,36.50,1725
63403,8.09,35.32,2002
63450,9.02,38.45,2354
63451,8.44,38.57,1900
63453,8.52,39.54,930
63460,7.05,38.29,1750
63471,9.36,41.51,1260
63474,7.08,40.00,2480
63478,5.54,43.35,295
63500,6.05,37.38,1290
63533,5.20,39.34,1544
63602,3.03,30.55,1211
63612,3.07,35.35,506
63619,3.36,39.03,1113
63624,3.56,41.51,331
63628,2.18,31.35,693
63630,2.45,32.20,1105
63641,2.20,37.59,1345
63654,1.41,31.43,1147
63658,1.43,33.37,1123
63661,1.01,35.01,561
63671,1.44,40.05,244
63674,0.11,30.06,961
63680,0.19,32.37,1140
63682,0.27,33.11,1173
63684,0.41,34.10,1171
63686,0.30,35.18,646
63687,0.17,34.46,483
63688,0.24,35.13,1941
63695,0.03,37.39,1524
63702,-0.37,30.39,1413
63705,0.03,32.27,1155
63708,-0.05,34.44,1149
63709,-0.41,34.47,1771
63710,-0.22,35.16,1976
63711,-0.24,34.09,1143
63714,-0.16,36.06,1901
63717,-0.27,36.59,1798
63720,-0.30,37.28,1494
63723,-0.29,39.39,128
63726,-1.15,29.59,1869
63729,-1.20,31.49,1137
63733,-1.30,33.48,1147
63737,-1.05,35.52,1585
63740,-1.20,36.55,1624
63741,-1.18,36.46,1798
63742,-1.19,36.49,1676
63756,-2.28,32.55,1140
63766,-2.17,37.49,1000
63772,-2.12,40.50,2
